LAMMPS Description

          80  atoms
          79  bonds
           0  angles
           0  dihedrals
           0  impropers

           0  atom types
           0  bond types
           0  angle types
           0  dihedral types
           0  improper types

 -2.0000333333333336 2.0000333333333336 xlo xhi
 -2.0000000000000004 2.0 ylo yhi
 -0.54 100.67933333333332 zlo zhi

Atoms

  1  1  1  0.0 -0.000033  1.332268e-16  90.065000  0  0  0
  2  1  1  0.0  0.000033  0.000000e+00  12.535667  0  0  0
  3  1  1  0.0  0.000033 -1.776357e-16  83.911667  0  0  0
  4  1  1  0.0 -0.000033  8.881784e-17  16.227667  0  0  0
  5  1  1  0.0  0.000033 -1.776357e-16  44.532000  0  0  0
  6  1  1  0.0 -0.000033  1.776357e-16  33.456333  0  0  0
  7  1  1  0.0 -0.000033  9.992007e-17  55.607333  0  0  0
  8  1  1  0.0  0.000033 -1.776357e-16  34.687000  0  0  0
  9  1  1  0.0  0.000033  3.330669e-17  76.528000  0  0  0
 10  1  1  0.0 -0.000033  8.881784e-17  62.991333  0  0  0
 11  1  1  0.0 -0.000033 -8.881784e-17  75.297333  0  0  0
 12  1  1  0.0 -0.000033  8.881784e-17  58.068667  0  0  0
 13  1  1  0.0 -0.000033  8.881784e-17  38.378667  0  0  0
 14  1  1  0.0  0.000033 -8.881784e-17  61.760667  0  0  0
 15  1  1  0.0  0.000033 -8.881784e-17  39.609333  0  0  0
 16  1  1  0.0 -0.000033  0.000000e+00  11.305000  0  0  0
 17  1  1  0.0 -0.000033  0.000000e+00  26.072667  0  0  0
 18  1  1  0.0 -0.000033  1.443290e-16  72.836333  0  0  0
 19  1  1  0.0 -0.000033  8.881784e-17  92.526333  0  0  0
 20  1  1  0.0 -0.000033  1.776357e-16  50.685000  0  0  0
 21  1  1  0.0 -0.000033  0.000000e+00  77.758667  0  0  0
 22  1  1  0.0  0.000033  0.000000e+00  71.605667  0  0  0
 23  1  1  0.0 -0.000033  0.000000e+00   8.843667  0  0  0
 24  1  1  0.0 -0.000033  0.000000e+00  18.688667  0  0  0
 25  1  1  0.0  0.000033  0.000000e+00  64.221667  0  0  0
 26  1  1  0.0  0.000033  3.330669e-17  96.218000  0  0  0
 27  1  1  0.0  0.000033 -4.440892e-17  10.074333  0  0  0
 28  1  1  0.0 -0.000033  0.000000e+00   1.460000  0  0  0
 29  1  1  0.0 -0.000033  1.776357e-16  80.220000  0  0  0
 30  1  1  0.0  0.000033 -8.881784e-17  54.376667  0  0  0
 31  1  1  0.0 -0.000033  4.440892e-17  48.223667  0  0  0
 32  1  1  0.0  0.000033 -5.551115e-17  49.454333  0  0  0
 33  1  1  0.0  0.000033 -1.776357e-16  32.225667  0  0  0
 34  1  1  0.0  0.000033  0.000000e+00  93.756667  0  0  0
 35  1  1  0.0 -0.000033  9.992007e-17  21.150000  0  0  0
 36  1  1  0.0  0.000033 -8.881784e-17  59.299333  0  0  0
 37  1  1  0.0 -0.000033  1.776357e-16  30.995000  0  0  0
 38  1  1  0.0  0.000033 -1.887379e-16  17.458333  0  0  0
 39  1  1  0.0  0.000033  0.000000e+00  78.989333  0  0  0
 40  1  1  0.0 -0.000033  8.881784e-17  94.987333  0  0  0
 41  1  1  0.0  0.000033  3.330669e-17  81.450667  0  0  0
 42  1  1  0.0 -0.000033 -8.881784e-17  67.913667  0  0  0
 43  1  1  0.0 -0.000033  0.000000e+00  28.533667  0  0  0
 44  1  1  0.0  0.000033 -1.776357e-16  91.295667  0  0  0
 45  1  1  0.0 -0.000033  0.000000e+00  45.762667  0  0  0
 46  1  1  0.0 -0.000033  1.776357e-16  13.766333  0  0  0
 47  1  1  0.0 -0.000033  8.881784e-17  97.448667  0  0  0
 48  1  1  0.0  0.000033 -1.776357e-16   2.690667  0  0  0
 49  1  1  0.0 -0.000033  1.776357e-16  53.146333  0  0  0
 50  1  1  0.0 -0.000033  8.881784e-17  23.611333  0  0  0
 51  1  1  0.0  0.000033 -1.776357e-16   7.613333  0  0  0
 52  1  1  0.0  0.000033  0.000000e+00  42.070667  0  0  0
 53  1  1  0.0 -0.000033  8.881784e-17   6.382667  0  0  0
 54  1  1  0.0 -0.000033  1.776357e-16  82.681333  0  0  0
 55  1  1  0.0  0.000033 -1.443290e-16  22.380667  0  0  0
 56  1  1  0.0  0.000033 -8.881784e-17  51.915667  0  0  0
 57  1  1  0.0 -0.000033 -8.881784e-17  65.452333  0  0  0
 58  1  1  0.0  0.000033 -8.881784e-17  29.764333  0  0  0
